speaker,utterance_id,l1,speaker_type,bridge_split,text,whisper_pred,reference_norm,prediction_norm,wer,mer,per
SLT,arctic_b0252,English,native,train,It resembled tea less than lager beer resembles champagne, It resembled tea less than Lagerbier resemble champagne.,it resembled tea less than lager beer resembles champagne,it resembled tea less than lagerbier resemble champagne,0.3333333333333333,0.3333333333333333,0.14634146341463414
CLB,arctic_b0252,English,native,train,It resembled tea less than lager beer resembles champagne, It resembled tea less than lager beer resembles champagne.,it resembled tea less than lager beer resembles champagne,it resembled tea less than lager beer resembles champagne,0.0,0.0,0.0
HKK,arctic_b0311,Korean,l2,train,The twenty ninth very foggy, to 29's Ferry Foggy.,the twenty ninth very foggy,to 29s ferry foggy,0.8,0.8,0.25
YKWK,arctic_a0466,Korean,l2,train,Captain West may be a Samurai but he is also human," Captain West may be a samurai, but he is also human.",captain west may be a samurai but he is also human,captain west may be a samurai but he is also human,0.0,0.0,0.0
PNV,arctic_a0020,Vietnamese,l2,train,Clubs and balls and cities grew to be only memories, Clubs and bones and cities grew to be only memories.,clubs and balls and cities grew to be only memories,clubs and bones and cities grew to be only memories,0.1,0.1,0.05405405405405406
RMS,arctic_a0020,English,native,train,Clubs and balls and cities grew to be only memories, Clubs and balls and cities grew to be only memories.,clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,0.0,0.0,0.0
SLT,arctic_a0020,English,native,train,Clubs and balls and cities grew to be only memories, Clubs and balls and cities grew to be only memories.,clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,0.0,0.0,0.0
CLB,arctic_a0020,English,native,train,Clubs and balls and cities grew to be only memories, Clubs and balls and cities grew to be only memories.,clubs and balls and cities grew to be only memories,clubs and balls and cities grew to be only memories,0.0,0.0,0.0
HKK,arctic_b0307,Korean,l2,train,We got few vegetables and fruits and became fish eaters, We got few vegetables and fruits and became fish eaters.,we got few vegetables and fruits and became fish eaters,we got few vegetables and fruits and became fish eaters,0.0,0.0,0.0
SLT,arctic_b0307,English,native,train,We got few vegetables and fruits and became fish eaters, We got few vegetables and fruits and became fish eaters.,we got few vegetables and fruits and became fish eaters,we got few vegetables and fruits and became fish eaters,0.0,0.0,0.0
CLB,arctic_b0307,English,native,train,We got few vegetables and fruits and became fish eaters, We got few vegetables and fruits and became fish eaters.,we got few vegetables and fruits and became fish eaters,we got few vegetables and fruits and became fish eaters,0.0,0.0,0.0
RMS,arctic_b0307,English,native,train,We got few vegetables and fruits and became fish eaters, We got few vegetables and fruits and became fish eaters.,we got few vegetables and fruits and became fish eaters,we got few vegetables and fruits and became fish eaters,0.0,0.0,0.0
ABA,arctic_a0403,Arabic,l2,train,His newborn cunning gave him poise and control," His new porn, cunning give him poise and control.",his newborn cunning gave him poise and control,his new porn cunning give him poise and control,0.375,0.3333333333333333,0.06060606060606061
TLV,arctic_b0519,Vietnamese,l2,train,Yea I will tell thee," Yeah, I will tell thee.",yea i will tell thee,yeah i will tell thee,0.2,0.2,0.09090909090909091
PNV,arctic_b0466,Vietnamese,l2,train,It is dog eat dog and you ate them up, It is dog eat dog and you ate them up.,it is dog eat dog and you ate them up,it is dog eat dog and you ate them up,0.0,0.0,0.0
YDCK,arctic_a0226,Korean,l2,train,That came before my A B C's, That came before my ABCs.,that came before my a b cs,that came before my abcs,0.42857142857142855,0.42857142857142855,0.15789473684210525
SLT,arctic_a0226,English,native,train,That came before my A B C's, That came before my ABCs.,that came before my a b cs,that came before my abcs,0.42857142857142855,0.42857142857142855,0.15789473684210525
CLB,arctic_a0226,English,native,train,That came before my A B C's, That came before my ABCs.,that came before my a b cs,that came before my abcs,0.42857142857142855,0.42857142857142855,0.15789473684210525
RMS,arctic_a0226,English,native,train,That came before my A B C's, That came before my ABCs.,that came before my a b cs,that came before my abcs,0.42857142857142855,0.42857142857142855,0.15789473684210525
RRBI,arctic_b0249,Hindi,l2,train,I know they are my oysters, I know there are my oysters.,i know they are my oysters,i know there are my oysters,0.16666666666666666,0.16666666666666666,0.14285714285714285
RMS,arctic_b0249,English,native,train,I know they are my oysters, I know they are my oysters.,i know they are my oysters,i know they are my oysters,0.0,0.0,0.0
SLT,arctic_b0249,English,native,train,I know they are my oysters, I know they are my oysters.,i know they are my oysters,i know they are my oysters,0.0,0.0,0.0
CLB,arctic_b0249,English,native,train,I know they are my oysters, I know they are my oysters.,i know they are my oysters,i know they are my oysters,0.0,0.0,0.0
NJS,arctic_a0386,Spanish,l2,train,I can't argue with you and you know that," I can't argue with you, and you know that.",i cant argue with you and you know that,i cant argue with you and you know that,0.0,0.0,0.0
SLT,arctic_a0386,English,native,train,I can't argue with you and you know that, I can't argue with you and you know that.,i cant argue with you and you know that,i cant argue with you and you know that,0.0,0.0,0.0
RMS,arctic_a0386,English,native,train,I can't argue with you and you know that, I can't argue with you and you know that.,i cant argue with you and you know that,i cant argue with you and you know that,0.0,0.0,0.0
CLB,arctic_a0386,English,native,train,I can't argue with you and you know that, I can't argue with you and you know that.,i cant argue with you and you know that,i cant argue with you and you know that,0.0,0.0,0.0
LXC,arctic_b0007,Chinese,l2,train,Hear the Indian dogs wailing down at Churchill, Here are the Indian dogs willing down at Chuchu.,hear the indian dogs wailing down at churchill,here are the indian dogs willing down at chuchu,0.5,0.4444444444444444,0.2
TLV,arctic_a0453,Vietnamese,l2,train,Eighteen hundred he calculated, 1800. He calculated.,eighteen hundred he calculated,1800 he calculated,0.5,0.5,0.0
MBMPS,arctic_b0033,Spanish,l2,train,How does your wager look now, How does your wager look now?,how does your wager look now,how does your wager look now,0.0,0.0,0.0
CLB,arctic_b0033,English,native,train,How does your wager look now, How does your wager look now?,how does your wager look now,how does your wager look now,0.0,0.0,0.0
SLT,arctic_b0033,English,native,train,How does your wager look now, How does your wager look now?,how does your wager look now,how does your wager look now,0.0,0.0,0.0
RMS,arctic_b0033,English,native,train,How does your wager look now, How does your wager look now?,how does your wager look now,how does your wager look now,0.0,0.0,0.0
TNI,arctic_b0071,Hindi,l2,train,There was no answer from the other side, There was no answer from the other side.,there was no answer from the other side,there was no answer from the other side,0.0,0.0,0.0
CLB,arctic_b0071,English,native,train,There was no answer from the other side, There was no answer from the other side.,there was no answer from the other side,there was no answer from the other side,0.0,0.0,0.0
RMS,arctic_b0071,English,native,train,There was no answer from the other side, There was no answer from the other side.,there was no answer from the other side,there was no answer from the other side,0.0,0.0,0.0
SLT,arctic_b0071,English,native,train,There was no answer from the other side, There was no answer from the other side.,there was no answer from the other side,there was no answer from the other side,0.0,0.0,0.0
RRBI,arctic_a0303,Hindi,l2,train,But they make the mistake of ignoring their own duality, but they make the mistake of ignoring their own duality.,but they make the mistake of ignoring their own duality,but they make the mistake of ignoring their own duality,0.0,0.0,0.0
PNV,arctic_b0300,Vietnamese,l2,train,Does the old boy often go off at half cock that way, Does the old boy often go off at half-cock that way?,does the old boy often go off at half cock that way,does the old boy often go off at halfcock that way,0.16666666666666666,0.16666666666666666,0.0
ABA,arctic_a0165,Arabic,l2,train,They are to attack your camp tomorrow night, They are to attack your camp tomorrow night.,they are to attack your camp tomorrow night,they are to attack your camp tomorrow night,0.0,0.0,0.0
ABA,arctic_a0010,Arabic,l2,train,I'm playing a single hand in what looks like a losing game, I am playing a single hand in what looks like a losing game.,im playing a single hand in what looks like a losing game,i am playing a single hand in what looks like a losing game,0.16666666666666666,0.15384615384615385,0.05128205128205128
YKWK,arctic_b0290,Korean,l2,train,He placed his paw on one and its movements were accelerated," He placed his pole on one, and its movements were accelerated.",he placed his paw on one and its movements were accelerated,he placed his pole on one and its movements were accelerated,0.09090909090909091,0.09090909090909091,0.046511627906976744
YKWK,arctic_b0227,Korean,l2,train,Shorty turned to their employers, shortly turn to their employers.,shorty turned to their employers,shortly turn to their employers,0.4,0.4,0.09523809523809523
PNV,arctic_b0045,Vietnamese,l2,train,Philip did not pursue the subject, Philip did not pursue the subject.,philip did not pursue the subject,philip did not pursue the subject,0.0,0.0,0.0
CLB,arctic_b0045,English,native,train,Philip did not pursue the subject, Philip did not pursue the subject.,philip did not pursue the subject,philip did not pursue the subject,0.0,0.0,0.0
SLT,arctic_b0045,English,native,train,Philip did not pursue the subject, Philip did not pursue the subject.,philip did not pursue the subject,philip did not pursue the subject,0.0,0.0,0.0
RMS,arctic_b0045,English,native,train,Philip did not pursue the subject, Philip did not pursue the subject.,philip did not pursue the subject,philip did not pursue the subject,0.0,0.0,0.0
YDCK,arctic_b0268,Korean,l2,train,Saxon nodded and the boy frowned, Saxon knotted and the boy frowned.,saxon nodded and the boy frowned,saxon knotted and the boy frowned,0.16666666666666666,0.16666666666666666,0.08695652173913043
SKA,arctic_b0017,Arabic,l2,train,Everything was working smoothly better than I had expected, Everything was working smoothly better than I had expected.,everything was working smoothly better than i had expected,everything was working smoothly better than i had expected,0.0,0.0,0.0
RRBI,arctic_b0155,Hindi,l2,train,His freshly caught furs he flung to the floor," His freshly caught furs, he flung to the floor.",his freshly caught furs he flung to the floor,his freshly caught furs he flung to the floor,0.0,0.0,0.0
CLB,arctic_b0155,English,native,train,His freshly caught furs he flung to the floor, His freshly caught furs he flung to the floor.,his freshly caught furs he flung to the floor,his freshly caught furs he flung to the floor,0.0,0.0,0.0
SLT,arctic_b0155,English,native,train,His freshly caught furs he flung to the floor, His freshly caught fur as he flung to the floor.,his freshly caught furs he flung to the floor,his freshly caught fur as he flung to the floor,0.2222222222222222,0.2,0.034482758620689655
RMS,arctic_b0155,English,native,train,His freshly caught furs he flung to the floor, His freshly caught furs he flung to the floor.,his freshly caught furs he flung to the floor,his freshly caught furs he flung to the floor,0.0,0.0,0.0
RRBI,arctic_a0199,Hindi,l2,train,Thus had the raw wilderness prepared him for this day, Thus had the raw wilderness prepared him for this day.,thus had the raw wilderness prepared him for this day,thus had the raw wilderness prepared him for this day,0.0,0.0,0.0
RMS,arctic_a0199,English,native,train,Thus had the raw wilderness prepared him for this day, Thus had the raw wilderness prepared him for this day.,thus had the raw wilderness prepared him for this day,thus had the raw wilderness prepared him for this day,0.0,0.0,0.0
SLT,arctic_a0199,English,native,train,Thus had the raw wilderness prepared him for this day, Thus had the raw wilderness prepared him for this day.,thus had the raw wilderness prepared him for this day,thus had the raw wilderness prepared him for this day,0.0,0.0,0.0
CLB,arctic_a0199,English,native,train,Thus had the raw wilderness prepared him for this day, Thus had the raw wilderness prepared him for this day.,thus had the raw wilderness prepared him for this day,thus had the raw wilderness prepared him for this day,0.0,0.0,0.0
YKWK,arctic_a0105,Korean,l2,train,Only it is so wonderful so almost impossible to believe," Only it is so wonderful, so almost impossible to believe.",only it is so wonderful so almost impossible to believe,only it is so wonderful so almost impossible to believe,0.0,0.0,0.0
HKK,arctic_b0302,Korean,l2,train,I pulled suddenly with all my might, I pulled suddenly with all my might.,i pulled suddenly with all my might,i pulled suddenly with all my might,0.0,0.0,0.0
YKWK,arctic_b0041,Korean,l2,train,But if Pierre did not return until tomorrow," But if Pierre did not return until tomorrow,",but if pierre did not return until tomorrow,but if pierre did not return until tomorrow,0.0,0.0,0.0
RMS,arctic_b0041,English,native,train,But if Pierre did not return until tomorrow, but if Pierre did not return until tomorrow.,but if pierre did not return until tomorrow,but if pierre did not return until tomorrow,0.0,0.0,0.0
CLB,arctic_b0041,English,native,train,But if Pierre did not return until tomorrow, but if Pierre did not return until tomorrow.,but if pierre did not return until tomorrow,but if pierre did not return until tomorrow,0.0,0.0,0.0
SLT,arctic_b0041,English,native,train,But if Pierre did not return until tomorrow, but if Pierre did not return until tomorrow.,but if pierre did not return until tomorrow,but if pierre did not return until tomorrow,0.0,0.0,0.0
NCC,arctic_b0118,Chinese,l2,train,We saw your light and thought you wouldn't mind a call, We saw your light and thought you won't mind a call.,we saw your light and thought you wouldnt mind a call,we saw your light and thought you wont mind a call,0.09090909090909091,0.09090909090909091,0.12121212121212122
THV,arctic_a0337,Vietnamese,l2,train,Encouraged by my conduct Big Face became a sudden ally," Encouraged by my conduct, beef face became a shudden alley.",encouraged by my conduct big face became a sudden ally,encouraged by my conduct beef face became a shudden alley,0.3,0.3,0.10526315789473684
CLB,arctic_a0337,English,native,train,Encouraged by my conduct Big Face became a sudden ally," Encouraged by my conduct, Big Face became a sudden ally.",encouraged by my conduct big face became a sudden ally,encouraged by my conduct big face became a sudden ally,0.0,0.0,0.0
SLT,arctic_a0337,English,native,train,Encouraged by my conduct Big Face became a sudden ally," Encouraged by my conduct, Big Face became a sudden ally.",encouraged by my conduct big face became a sudden ally,encouraged by my conduct big face became a sudden ally,0.0,0.0,0.0
RMS,arctic_a0337,English,native,train,Encouraged by my conduct Big Face became a sudden ally," Encouraged by my conduct, Big Face became a sudden ally.",encouraged by my conduct big face became a sudden ally,encouraged by my conduct big face became a sudden ally,0.0,0.0,0.0
PNV,arctic_a0289,Vietnamese,l2,train,They are not regular oyster pirates Nicholas continued, They are not regular oyster pirates. Nicholas continued.,they are not regular oyster pirates nicholas continued,they are not regular oyster pirates nicholas continued,0.0,0.0,0.0
THV,arctic_b0098,Vietnamese,l2,train,Philip looked back from the crest and saw Jeanne leaning over the canoe, Philip looked back from the gris and saw Ginny leaning over the canway.,philip looked back from the crest and saw jeanne leaning over the canoe,philip looked back from the gris and saw ginny leaning over the canway,0.23076923076923078,0.23076923076923078,0.17777777777777778
TLV,arctic_a0171,Vietnamese,l2,train,And when you come back in a few days bring Eileen, and when you come back in a few days. Bring Iliad.,and when you come back in a few days bring eileen,and when you come back in a few days bring iliad,0.09090909090909091,0.09090909090909091,0.0967741935483871
TLV,arctic_b0467,Vietnamese,l2,train,Let us run them for ourselves, Let it run them for ourselves.,let us run them for ourselves,let it run them for ourselves,0.16666666666666666,0.16666666666666666,0.09523809523809523
TXHC,arctic_a0109,Chinese,l2,train,Do you know that you are shaking my confidence in you, Do you know that you are shaking my confidence in you?,do you know that you are shaking my confidence in you,do you know that you are shaking my confidence in you,0.0,0.0,0.0
ERMS,arctic_b0176,Spanish,l2,train,I'll see to poor Hughie, I'll see you to poor Hagi.,ill see to poor hughie,ill see you to poor hagi,0.4,0.3333333333333333,0.3076923076923077
SKA,arctic_a0473,Arabic,l2,train,The night was calm and snowy, The night was calm and snowy.,the night was calm and snowy,the night was calm and snowy,0.0,0.0,0.0
RMS,arctic_a0473,English,native,train,The night was calm and snowy, The night was calm and snowy.,the night was calm and snowy,the night was calm and snowy,0.0,0.0,0.0
CLB,arctic_a0473,English,native,train,The night was calm and snowy, The night was calm and snowy.,the night was calm and snowy,the night was calm and snowy,0.0,0.0,0.0
SLT,arctic_a0473,English,native,train,The night was calm and snowy, The night was calm and snowy.,the night was calm and snowy,the night was calm and snowy,0.0,0.0,0.0
HKK,arctic_a0076,Korean,l2,train,The gray eyes faltered the flush deepened, The grey eyes faltered. The flush deepened.,the gray eyes faltered the flush deepened,the grey eyes faltered the flush deepened,0.14285714285714285,0.14285714285714285,0.0
RMS,arctic_a0076,English,native,train,The gray eyes faltered the flush deepened," The gray eyes faltered, the flush deepened.",the gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,0.0,0.0,0.0
CLB,arctic_a0076,English,native,train,The gray eyes faltered the flush deepened," The gray eyes faltered, the flush deepened.",the gray eyes faltered the flush deepened,the gray eyes faltered the flush deepened,0.0,0.0,0.0
SLT,arctic_a0076,English,native,train,The gray eyes faltered the flush deepened," The gray ice faltered, the flush deepened.",the gray eyes faltered the flush deepened,the gray ice faltered the flush deepened,0.14285714285714285,0.14285714285714285,0.04
RRBI,arctic_b0355,Hindi,l2,train,There was proper division of labor in the work they individually performed, There was proper division of labour in the work they individually performed.,there was proper division of labor in the work they individually performed,there was proper division of labour in the work they individually performed,0.08333333333333333,0.08333333333333333,0.0392156862745098
SLT,arctic_b0355,English,native,train,There was proper division of labor in the work they individually performed, There was proper division of labor in the work they individually performed.,there was proper division of labor in the work they individually performed,there was proper division of labor in the work they individually performed,0.0,0.0,0.0
CLB,arctic_b0355,English,native,train,There was proper division of labor in the work they individually performed, There was proper division of labor in the work they individually performed.,there was proper division of labor in the work they individually performed,there was proper division of labor in the work they individually performed,0.0,0.0,0.0
RMS,arctic_b0355,English,native,train,There was proper division of labor in the work they individually performed, There was proper division of labor in the work they individually performed.,there was proper division of labor in the work they individually performed,there was proper division of labor in the work they individually performed,0.0,0.0,0.0
TLV,arctic_a0420,Vietnamese,l2,train,When I came to I was waving my hat and murmuring ecstatically, when I came to I was waving my hands and murmuring ecstatically.,when i came to i was waving my hat and murmuring ecstatically,when i came to i was waving my hands and murmuring ecstatically,0.08333333333333333,0.08333333333333333,0.07142857142857142
RMS,arctic_a0420,English,native,train,When I came to I was waving my hat and murmuring ecstatically," When I came to, I was waving my hat and murmuring ecstatically.",when i came to i was waving my hat and murmuring ecstatically,when i came to i was waving my hat and murmuring ecstatically,0.0,0.0,0.0
CLB,arctic_a0420,English,native,train,When I came to I was waving my hat and murmuring ecstatically," When I came to, I was waving my hat and murmuring ecstatically.",when i came to i was waving my hat and murmuring ecstatically,when i came to i was waving my hat and murmuring ecstatically,0.0,0.0,0.0
SLT,arctic_a0420,English,native,train,When I came to I was waving my hat and murmuring ecstatically," When I came to, I was waving my hat and murmuring ecstatically.",when i came to i was waving my hat and murmuring ecstatically,when i came to i was waving my hat and murmuring ecstatically,0.0,0.0,0.0
ERMS,arctic_b0500,Spanish,l2,train,Then came my boy code, then came my boycott.,then came my boy code,then came my boycott,0.4,0.4,0.15384615384615385
MBMPS,arctic_b0355,Spanish,l2,train,There was proper division of labor in the work they individually performed, There was proper division of labor in the work they individually performed.,there was proper division of labor in the work they individually performed,there was proper division of labor in the work they individually performed,0.0,0.0,0.0
TNI,arctic_b0149,Hindi,l2,train,Pebbles and dirt flew along with hair and fur, Pebbles and dirt flew along with hair and fur.,pebbles and dirt flew along with hair and fur,pebbles and dirt flew along with hair and fur,0.0,0.0,0.0
RMS,arctic_b0149,English,native,train,Pebbles and dirt flew along with hair and fur, Pebbles and dirt flew along with hair and fur.,pebbles and dirt flew along with hair and fur,pebbles and dirt flew along with hair and fur,0.0,0.0,0.0
CLB,arctic_b0149,English,native,train,Pebbles and dirt flew along with hair and fur, Pebbles and dirt flew along with hair and fur.,pebbles and dirt flew along with hair and fur,pebbles and dirt flew along with hair and fur,0.0,0.0,0.0
SLT,arctic_b0149,English,native,train,Pebbles and dirt flew along with hair and fur, Pebbles and dirt flew along with hair and fur.,pebbles and dirt flew along with hair and fur,pebbles and dirt flew along with hair and fur,0.0,0.0,0.0
TXHC,arctic_b0439,Chinese,l2,train,The land exchanged its austere robes for the garb of a smiling wanton, the land exchanged its austere robes for the garb of a smiling wanton.,the land exchanged its austere robes for the garb of a smiling wanton,the land exchanged its austere robes for the garb of a smiling wanton,0.0,0.0,0.0
LXC,arctic_b0278,Chinese,l2,train,Now animals do not like mockery, Now animals do not like mercury.,now animals do not like mockery,now animals do not like mercury,0.16666666666666666,0.16666666666666666,0.09090909090909091
SLT,arctic_b0278,English,native,train,Now animals do not like mockery, Now animals do not like mockery.,now animals do not like mockery,now animals do not like mockery,0.0,0.0,0.0
RMS,arctic_b0278,English,native,train,Now animals do not like mockery, Now animals do not like mockery.,now animals do not like mockery,now animals do not like mockery,0.0,0.0,0.0
CLB,arctic_b0278,English,native,train,Now animals do not like mockery, Now animals do not like mockery.,now animals do not like mockery,now animals do not like mockery,0.0,0.0,0.0
TXHC,arctic_b0350,Chinese,l2,train,Stand off butcher and baker and all the rest, stand off butcher and baker and all the rest.,stand off butcher and baker and all the rest,stand off butcher and baker and all the rest,0.0,0.0,0.0
SLT,arctic_b0350,English,native,train,Stand off butcher and baker and all the rest, Standoff Butcher and Baker and all the rest.,stand off butcher and baker and all the rest,standoff butcher and baker and all the rest,0.2222222222222222,0.2222222222222222,0.0
RMS,arctic_b0350,English,native,train,Stand off butcher and baker and all the rest, Stand off Butcher and Baker and all the rest.,stand off butcher and baker and all the rest,stand off butcher and baker and all the rest,0.0,0.0,0.0
CLB,arctic_b0350,English,native,train,Stand off butcher and baker and all the rest, Stand off butcher and baker and all the rest.,stand off butcher and baker and all the rest,stand off butcher and baker and all the rest,0.0,0.0,0.0
THV,arctic_a0294,Vietnamese,l2,train,He had been foiled in his attempt to escape, He had been followed in his attempt to escape.,he had been foiled in his attempt to escape,he had been followed in his attempt to escape,0.1111111111111111,0.1111111111111111,0.06666666666666667
LXC,arctic_a0138,Chinese,l2,train,In the picture he saw each moment a greater resemblance to Jeanne," In the picture, he saw each moment a greater resemblance to Jane.",in the picture he saw each moment a greater resemblance to jeanne,in the picture he saw each moment a greater resemblance to jane,0.08333333333333333,0.08333333333333333,0.023809523809523808
ASI,arctic_a0001,Hindi,l2,train,Author of the danger trail Philip Steels etc," author of the Danger Trail, Philip Steels, etc.",author of the danger trail philip steels etc,author of the danger trail philip steels etc,0.0,0.0,0.0
SLT,arctic_a0001,English,native,train,Author of the danger trail Philip Steels etc," Author of The Danger Trail, Philip Steeles, etc.",author of the danger trail philip steels etc,author of the danger trail philip steeles etc,0.125,0.125,0.0
CLB,arctic_a0001,English,native,train,Author of the danger trail Philip Steels etc," Author of The Danger Trail, Philip Steels, etc.",author of the danger trail philip steels etc,author of the danger trail philip steels etc,0.0,0.0,0.0
RMS,arctic_a0001,English,native,train,Author of the danger trail Philip Steels etc," Author of the Danger Trail, Philip Steeles, etc.",author of the danger trail philip steels etc,author of the danger trail philip steeles etc,0.125,0.125,0.0
YBAA,arctic_a0520,Arabic,l2,train,He was fond of quoting a fragment from a certain poem, he was fond of quoting a fragment from a certain poem.,he was fond of quoting a fragment from a certain poem,he was fond of quoting a fragment from a certain poem,0.0,0.0,0.0
CLB,arctic_a0520,English,native,train,He was fond of quoting a fragment from a certain poem, He was fond of quoting a fragment from a certain poem.,he was fond of quoting a fragment from a certain poem,he was fond of quoting a fragment from a certain poem,0.0,0.0,0.0
SLT,arctic_a0520,English,native,train,He was fond of quoting a fragment from a certain poem, He was fond of quoting a fragment from a certain poem.,he was fond of quoting a fragment from a certain poem,he was fond of quoting a fragment from a certain poem,0.0,0.0,0.0
RMS,arctic_a0520,English,native,train,He was fond of quoting a fragment from a certain poem, he was fond of quoting a fragment from a certain poem.,he was fond of quoting a fragment from a certain poem,he was fond of quoting a fragment from a certain poem,0.0,0.0,0.0
TLV,arctic_a0307,Vietnamese,l2,train,Very early in my life I separated from my mother," Very early in my life, I separate from my mother.",very early in my life i separated from my mother,very early in my life i separate from my mother,0.1,0.1,0.06060606060606061
NJS,arctic_a0390,Spanish,l2,train,I'll go over tomorrow afternoon, I'll go over tomorrow afternoon.,ill go over tomorrow afternoon,ill go over tomorrow afternoon,0.0,0.0,0.0
CLB,arctic_a0390,English,native,train,I'll go over tomorrow afternoon, I'll go over tomorrow afternoon.,ill go over tomorrow afternoon,ill go over tomorrow afternoon,0.0,0.0,0.0
SLT,arctic_a0390,English,native,train,I'll go over tomorrow afternoon, I'll go over tomorrow afternoon.,ill go over tomorrow afternoon,ill go over tomorrow afternoon,0.0,0.0,0.0
RMS,arctic_a0390,English,native,train,I'll go over tomorrow afternoon, I'll go over tomorrow afternoon.,ill go over tomorrow afternoon,ill go over tomorrow afternoon,0.0,0.0,0.0
SKA,arctic_a0123,Arabic,l2,train,She had died from cold and starvation, she had died from cold and starvation.,she had died from cold and starvation,she had died from cold and starvation,0.0,0.0,0.0
SLT,arctic_a0123,English,native,train,She had died from cold and starvation, She had died from cold and starvation.,she had died from cold and starvation,she had died from cold and starvation,0.0,0.0,0.0
RMS,arctic_a0123,English,native,train,She had died from cold and starvation, She had died from cold and starvation.,she had died from cold and starvation,she had died from cold and starvation,0.0,0.0,0.0
CLB,arctic_a0123,English,native,train,She had died from cold and starvation, She had died from cold and starvation.,she had died from cold and starvation,she had died from cold and starvation,0.0,0.0,0.0
HKK,arctic_b0081,Korean,l2,train,You were going to leave after you saw me on the rock, you are going to leave after you saw me on the rock.,you were going to leave after you saw me on the rock,you are going to leave after you saw me on the rock,0.08333333333333333,0.08333333333333333,0.06666666666666667
SLT,arctic_b0081,English,native,train,You were going to leave after you saw me on the rock, You were going to leave after you saw me on the rock.,you were going to leave after you saw me on the rock,you were going to leave after you saw me on the rock,0.0,0.0,0.0
RMS,arctic_b0081,English,native,train,You were going to leave after you saw me on the rock, You are going to leave after you saw me on the rock.,you were going to leave after you saw me on the rock,you are going to leave after you saw me on the rock,0.08333333333333333,0.08333333333333333,0.06666666666666667
CLB,arctic_b0081,English,native,train,You were going to leave after you saw me on the rock, You are going to leave after you saw me on the rock.,you were going to leave after you saw me on the rock,you are going to leave after you saw me on the rock,0.08333333333333333,0.08333333333333333,0.06666666666666667
MBMPS,arctic_a0397,Spanish,l2,train,Call me that again he murmured ecstatically, Call me again. He murmured ecstatically.,call me that again he murmured ecstatically,call me again he murmured ecstatically,0.14285714285714285,0.14285714285714285,0.10344827586206896
PNV,arctic_a0324,Vietnamese,l2,train,It was not Red Eye's way to forego revenge so easily, It was not Red Eye's way to forego revenge so easily.,it was not red eyes way to forego revenge so easily,it was not red eyes way to forego revenge so easily,0.0,0.0,0.0
CLB,arctic_a0324,English,native,train,It was not Red Eye's way to forego revenge so easily, It was not Red Eye's way to forego revenge so easily.,it was not red eyes way to forego revenge so easily,it was not red eyes way to forego revenge so easily,0.0,0.0,0.0
SLT,arctic_a0324,English,native,train,It was not Red Eye's way to forego revenge so easily, It was not Red Eye's way to forgo revenge so easily.,it was not red eyes way to forego revenge so easily,it was not red eyes way to forgo revenge so easily,0.09090909090909091,0.09090909090909091,0.0
RMS,arctic_a0324,English,native,train,It was not Red Eye's way to forego revenge so easily, It was not Red Eye's way to forgo revenge so easily.,it was not red eyes way to forego revenge so easily,it was not red eyes way to forgo revenge so easily,0.09090909090909091,0.09090909090909091,0.0
YDCK,arctic_b0214,Korean,l2,train,Let us talk it over and find a way out, Let us talk it over and find a way out.,let us talk it over and find a way out,let us talk it over and find a way out,0.0,0.0,0.0
PNV,arctic_a0405,Vietnamese,l2,train,It seemed the ordained order of things that dogs should work, It seemed the ordained order of things that dogs should work.,it seemed the ordained order of things that dogs should work,it seemed the ordained order of things that dogs should work,0.0,0.0,0.0
NJS,arctic_a0013,Spanish,l2,train,He was a head shorter than his companion of almost delicate physique, He was a head shorter than his companion of almost delicate physique.,he was a head shorter than his companion of almost delicate physique,he was a head shorter than his companion of almost delicate physique,0.0,0.0,0.0
NCC,arctic_b0129,Chinese,l2,train,Did Thorpe go to see any one in Churchill, This thorpe go to see any one inch or two.,did thorpe go to see any one in churchill,this thorpe go to see any one inch or two,0.4444444444444444,0.4,0.23076923076923078
RRBI,arctic_b0500,Hindi,l2,train,Then came my boy code, then came my boycode.,then came my boy code,then came my boycode,0.4,0.4,0.0
TLV,arctic_b0366,Vietnamese,l2,train,I forgot how easily I had taught myself from the printed page, I forgot how easily I had talked myself from the print page.,i forgot how easily i had taught myself from the printed page,i forgot how easily i had talked myself from the print page,0.16666666666666666,0.16666666666666666,0.07142857142857142
RMS,arctic_b0366,English,native,train,I forgot how easily I had taught myself from the printed page, I forgot how easily I had trained myself from the printed page.,i forgot how easily i had taught myself from the printed page,i forgot how easily i had trained myself from the printed page,0.08333333333333333,0.08333333333333333,0.09523809523809523
CLB,arctic_b0366,English,native,train,I forgot how easily I had taught myself from the printed page, I forgot how easily I had taught myself from the printed page.,i forgot how easily i had taught myself from the printed page,i forgot how easily i had taught myself from the printed page,0.0,0.0,0.0
SLT,arctic_b0366,English,native,train,I forgot how easily I had taught myself from the printed page, I forgot how easily I had taught myself from the printed page.,i forgot how easily i had taught myself from the printed page,i forgot how easily i had taught myself from the printed page,0.0,0.0,0.0
NCC,arctic_b0388,Chinese,l2,train,I made no more overtures, I may know more overtures.,i made no more overtures,i may know more overtures,0.4,0.4,0.0625
